Region,Coverage
CHP2_MPL_1.1,1184
CHP2_NRAS_3.1,3931
CHP2_NRAS_2.1,2289
CHP2_NRAS_1.1,3857
CHP2_ALK_2.1,839
CHP2_ALK_1.1,1738
CHP2_IDH1_1.1,3728
CHP2_ERBB4_8.1,3403
CHP2_ERBB4_7.1,691
CHP2_ERBB4_6.1,6428
CHP2_ERBB4_5.1,4078
CHP2_ERBB4_4.1,2958
CHP2_ERBB4_3.1,665
CHP2_ERBB4_2.1,4666
CHP2_ERBB4_1.1,3607
CHP2_VHL_1.1,567
CHP2_VHL_2.1,3573
CHP2_VHL_3.1,4790
CHP2_MLH1_1.1,5002
CHP2_CTNNB1_1.1,1274
CHP2_PIK3CA_1.1,3256
CHP2_PIK3CA_2.1,1875
CHP2_PIK3CA_3.1,3776
CHP2_PIK3CA_4.1,1939
CHP2_PIK3CA_5.1,2363
CHP2_PIK3CA_6.1,1736
CHP2_PIK3CA_7.1,4863
CHP2_PIK3CA_8.1,2462
CHP2_PIK3CA_9.1,6856
CHP2_PIK3CA_10.1,3312
CHP2_PIK3CA_11.1,3741
CHP2_FGFR3_1.1,1028
CHP2_FGFR3_2.1,376
CHP2_FGFR3_3.1,1587
CHP2_FGFR3_4.1,2875
CHP2_FGFR3_5.1,2819
CHP2_PDGFRA_1.1,2103
CHP2_PDGFRA_2.1,5701
CHP2_PDGFRA_3.1,3121
CHP2_PDGFRA_4.1,3615
CHP2_KIT_1.1,4614
CHP2_KIT_2.1,4305
CHP2_KIT_3.1,3208
CHP2_KIT_4.1,5519
CHP2_KIT_5.1,2380
CHP2_KIT_6.1,6265
CHP2_KIT_7.1,2974
CHP2_KIT_8.1,4948
CHP2_KIT_9.1,6446
CHP2_KDR_9.1,1465
CHP2_KDR_8.1,5343
CHP2_KDR_7.1,4576
CHP2_KDR_6.1,6947
CHP2_KDR_5.1,8014
CHP2_KDR_4.1,3435
CHP2_KDR_3.1,2355
CHP2_KDR_2.1,1426
CHP2_KDR_1.1,3116
CHP2_FBXW7_5.1,4198
CHP2_FBXW7_4.1,4136
CHP2_FBXW7_3.1,3926
CHP2_FBXW7_2.1,4524
CHP2_FBXW7_1.1,2943
CHP2_APC_1.1,3564
CHP2_APC_2.1,3499
CHP2_APC_3.1,3434
CHP2_APC_4.1,4084
CHP2_APC_5.1,1368
CHP2_APC_6.1,4987
CHP2_APC_7.1,1831
CHP2_CSF1R_2.1,736
CHP2_CSF1R_1.1,2319
CHP2_NPM1_1.1,3044
CHP2_EGFR_1.1,2773
CHP2_EGFR_2.1,2476
CHP2_EGFR_3.1,7983
CHP2_EGFR_4.1,1045
CHP2_EGFR_5.1,2697
CHP2_EGFR_6.1,840
CHP2_EGFR_7.1,2685
CHP2_EGFR_8.1,3391
CHP2_MET_1.1,4587
CHP2_MET_2.1,2710
CHP2_MET_3.1,2105
CHP2_MET_4.1,4118
CHP2_MET_5.1,3790
CHP2_MET_6.1,2324
CHP2_SMO_1.1,3876
CHP2_SMO_2.1,1297
CHP2_SMO_3.1,1931
CHP2_SMO_4.1,1659
CHP2_SMO_5.1,2539
CHP2_BRAF_2.1,3657
CHP2_BRAF_1.1,4101
CHP2_EZH2_1.1,3876
CHP2_FGFR1_2.1,2669
CHP2_FGFR1_1.1,1435
CHP2_JAK2_1.1,2509
CHP2_CDKN2A_2.1,943
CHP2_CDKN2A_1.1,1751
CHP2_GNAQ_1.1,2491
CHP2_ABL1_1.1,7288
CHP2_ABL1_2.1,4761
CHP2_ABL1_3.1,3484
CHP2_ABL1_4.1,2010
CHP2_NOTCH1_3.1,947
CHP2_NOTCH1_2.1,3111
CHP2_NOTCH1_1.1,492
CHP2_RET_1.1,2821
CHP2_RET_2.1,752
CHP2_RET_3.1,2385
CHP2_RET_4.1,1333
CHP2_RET_5.1,3037
CHP2_PTEN_1.1,1285
CHP2_PTEN_2.1,4671
CHP2_PTEN_3.1,2716
CHP2_PTEN_4.1,2624
CHP2_PTEN_5.1,3690
CHP2_PTEN_6.1,3035
CHP2_PTEN_7.1,9613
CHP2_PTEN_8.1,3990
CHP2_FGFR2_4.1,3850
CHP2_FGFR2_3.1,1449
CHP2_FGFR2_2.1,4043
CHP2_FGFR2_1.1,2752
CHP2_HRAS_2.1,636
CHP2_HRAS_1.1,650
CHP2_ATM_1.1,3888
CHP2_ATM_2.1,5623
CHP2_ATM_3.1,5567
CHP2_ATM_4.1,3356
CHP2_ATM_5.1,3785
CHP2_ATM_6.1,3094
CHP2_ATM_7.1,6230
CHP2_ATM_8.1,7258
CHP2_ATM_9.1,2491
CHP2_ATM_10.1,3790
CHP2_ATM_11.1,6195
CHP2_ATM_12.1,6758
CHP2_ATM_13.1,5643
CHP2_ATM_14.1,2923
CHP2_ATM_15.1,3468
CHP2_ATM_16.1,2194
CHP2_ATM_17.1,1253
CHP2_KRAS_3.1,4162
CHP2_KRAS_2.1,4141
CHP2_KRAS_1.1,3352
CHP2_PTPN11_1.1,4403
CHP2_PTPN11_2.1,3908
